WaferID: N5GM12.16 (Step 10 to Step 16)
     ,  BasisFunction1,  BasisFunction1,  (nFringes*1000),  (nFringes*1000),  Endpoint Time (sec),  Endpoint Time (sec),  Delay Time (sec),  Delay Time (sec),  Normalization Time (sec),  Normalization Time (sec), 
     ,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value, 
 1776,  177.600,  312776.28,  177.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1777,  177.700,  312455.00,  177.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1778,  177.800,  312498.91,  177.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1779,  177.900,  312516.81,  177.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1780,  178.000,  312917.53,  178.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1781,  178.100,  313304.81,  178.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1782,  178.200,  313216.81,  178.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1783,  178.300,  313730.00,  178.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1784,  178.400,  313559.47,  178.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1785,  178.500,  313722.53,  178.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1786,  178.600,  313643.47,  178.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1787,  178.700,  313581.47,  178.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1788,  178.800,  313974.09,  178.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1789,  178.900,  314421.09,  178.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1790,  179.000,  314686.72,  179.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1791,  179.100,  314661.38,  179.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1792,  179.200,  314409.19,  179.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1793,  179.300,  314767.81,  179.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1794,  179.400,  314549.28,  179.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1795,  179.500,  314870.81,  179.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1796,  179.600,  315050.09,  179.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1797,  179.700,  315369.63,  179.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1798,  179.800,  315580.91,  179.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1799,  179.900,  315728.47,  179.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1800,  180.000,  315559.28,  180.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1801,  180.100,  315641.00,  180.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1802,  180.200,  315874.09,  180.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1803,  180.300,  316266.63,  180.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1804,  180.400,  316055.09,  180.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1805,  180.500,  316503.63,  180.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1806,  180.600,  316390.47,  180.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1807,  180.700,  316510.53,  180.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1808,  180.800,  316671.91,  180.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1809,  180.900,  316590.38,  180.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1810,  181.000,  316981.38,  181.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1811,  181.100,  316786.38,  181.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1812,  181.200,  316850.28,  181.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1813,  181.300,  316753.00,  181.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1814,  181.400,  316675.00,  181.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1815,  181.500,  316853.63,  181.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1816,  181.600,  316721.91,  181.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1817,  181.700,  316887.91,  181.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1818,  181.800,  316714.72,  181.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1819,  181.900,  316566.38,  181.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1820,  182.000,  316482.09,  182.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1821,  182.100,  316180.00,  182.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1822,  182.200,  316291.28,  182.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1823,  182.300,  316118.47,  182.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1824,  182.400,  316238.53,  182.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1825,  182.500,  316144.38,  182.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1826,  182.600,  316270.53,  182.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1827,  182.700,  316211.19,  182.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1828,  182.800,  316107.53,  182.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1829,  182.900,  316072.00,  182.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1830,  183.000,  316181.47,  183.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1831,  183.100,  316381.91,  183.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1832,  183.200,  316410.28,  183.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1833,  183.300,  316527.81,  183.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1834,  183.400,  316717.91,  183.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1835,  183.500,  316573.47,  183.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1836,  183.600,  316874.19,  183.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1837,  183.700,  317079.28,  183.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1838,  183.800,  317012.63,  183.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1839,  183.900,  317070.19,  183.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1840,  184.000,  317291.47,  184.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1841,  184.100,  317502.81,  184.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1842,  184.200,  317687.38,  184.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1843,  184.300,  317665.63,  184.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1844,  184.400,  317860.53,  184.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1845,  184.500,  317957.38,  184.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1846,  184.600,  318336.19,  184.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1847,  184.700,  318380.91,  184.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1848,  184.800,  318125.53,  184.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1849,  184.900,  318455.47,  184.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1850,  185.000,  319028.53,  185.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1851,  185.100,  319079.53,  185.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1852,  185.200,  319262.47,  185.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1853,  185.300,  319268.63,  185.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1854,  185.400,  319607.28,  185.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1855,  185.500,  319497.63,  185.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1856,  185.600,  319420.00,  185.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1857,  185.700,  319374.47,  185.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1858,  185.800,  319549.53,  185.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1859,  185.900,  320218.91,  185.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1860,  186.000,  320090.09,  186.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1861,  186.100,  319729.00,  186.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1862,  186.200,  319731.47,  186.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1863,  186.300,  319577.28,  186.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1864,  186.400,  319809.38,  186.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1865,  186.500,  319752.91,  186.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1866,  186.600,  319836.47,  186.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1867,  186.700,  320112.28,  186.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1868,  186.800,  320229.63,  186.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1869,  186.900,  320225.38,  186.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1870,  187.000,  319773.00,  187.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1871,  187.100,  320199.63,  187.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1872,  187.200,  320282.28,  187.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1873,  187.300,  320526.63,  187.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1874,  187.400,  320577.00,  187.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1875,  187.500,  320641.91,  187.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1876,  187.600,  320738.72,  187.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1877,  187.700,  320685.28,  187.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1878,  187.800,  320631.00,  187.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1879,  187.900,  320536.91,  187.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1880,  188.000,  320438.91,  188.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1881,  188.100,  320635.09,  188.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1882,  188.200,  320693.91,  188.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1883,  188.300,  320911.53,  188.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1884,  188.400,  320826.91,  188.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1885,  188.500,  320776.09,  188.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1886,  188.600,  320752.47,  188.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1887,  188.700,  320832.28,  188.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1888,  188.800,  321245.19,  188.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1889,  188.900,  321498.53,  188.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1890,  189.000,  321693.53,  189.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1891,  189.100,  321744.53,  189.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1892,  189.200,  321947.72,  189.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1893,  189.300,  322106.53,  189.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1894,  189.400,  321944.19,  189.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1895,  189.500,  322199.53,  189.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1896,  189.600,  322545.91,  189.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1897,  189.700,  322702.09,  189.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1898,  189.800,  322590.53,  189.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1899,  189.900,  322511.00,  189.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1900,  190.000,  322385.19,  190.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1901,  190.100,  322740.63,  190.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1902,  190.200,  323169.19,  190.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1903,  190.300,  323133.63,  190.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1904,  190.400,  322795.38,  190.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1905,  190.500,  322833.38,  190.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1906,  190.600,  322860.28,  190.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1907,  190.700,  322798.09,  190.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1908,  190.800,  322731.28,  190.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1909,  190.900,  322834.00,  190.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1910,  191.000,  323008.81,  191.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1911,  191.100,  323051.00,  191.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1912,  191.200,  323010.38,  191.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1913,  191.300,  322988.38,  191.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1914,  191.400,  323218.09,  191.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1915,  191.500,  323322.91,  191.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1916,  191.600,  323514.53,  191.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1917,  191.700,  323395.91,  191.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1918,  191.800,  323545.72,  191.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1919,  191.900,  323565.38,  191.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1920,  192.000,  323889.63,  192.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1921,  192.100,  323875.53,  192.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1922,  192.200,  324054.72,  192.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1923,  192.300,  323994.72,  192.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1924,  192.400,  324206.81,  192.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1925,  192.500,  324097.91,  192.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1926,  192.600,  324325.47,  192.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1927,  192.700,  324262.47,  192.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1928,  192.800,  324349.28,  192.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1929,  192.900,  324677.63,  192.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1930,  193.000,  324881.63,  193.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1931,  193.100,  324551.28,  193.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1932,  193.200,  324922.09,  193.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1933,  193.300,  324793.63,  193.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1934,  193.400,  324960.28,  193.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1935,  193.500,  325120.28,  193.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1936,  193.600,  325295.81,  193.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1937,  193.700,  325344.38,  193.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1938,  193.800,  325588.53,  193.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1939,  193.900,  325806.28,  193.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1940,  194.000,  325430.38,  194.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1941,  194.100,  325574.19,  194.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1942,  194.200,  325797.91,  194.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1943,  194.300,  325940.63,  194.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1944,  194.400,  326432.09,  194.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1945,  194.500,  326414.47,  194.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1946,  194.600,  326245.63,  194.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1947,  194.700,  326242.72,  194.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1948,  194.800,  326481.63,  194.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1949,  194.900,  326706.28,  194.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1950,  195.000,  326951.47,  195.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1951,  195.100,  327251.00,  195.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1952,  195.200,  327644.91,  195.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1953,  195.300,  327868.19,  195.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1954,  195.400,  327562.00,  195.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1955,  195.500,  327445.47,  195.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1956,  195.600,  327664.38,  195.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1957,  195.700,  327719.47,  195.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1958,  195.800,  327940.19,  195.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1959,  195.900,  327956.63,  195.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1960,  196.000,  327816.28,  196.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1961,  196.100,  327843.53,  196.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1962,  196.200,  328157.19,  196.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1963,  196.300,  328174.81,  196.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1964,  196.400,  328518.28,  196.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1965,  196.500,  328614.28,  196.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1966,  196.600,  328732.47,  196.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1967,  196.700,  328718.91,  196.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1968,  196.800,  328714.53,  196.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1969,  196.900,  328774.47,  196.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1970,  197.000,  328832.38,  197.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1971,  197.100,  329116.53,  197.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1972,  197.200,  329234.72,  197.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1973,  197.300,  329105.28,  197.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1974,  197.400,  329273.91,  197.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1975,  197.500,  328997.81,  197.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1976,  197.600,  329582.81,  197.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1977,  197.700,  329823.72,  197.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1978,  197.800,  329906.09,  197.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1979,  197.900,  330152.91,  197.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1980,  198.000,  330246.81,  198.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1981,  198.100,  330417.00,  198.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1982,  198.200,  330323.53,  198.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1983,  198.300,  330369.00,  198.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1984,  198.400,  330287.72,  198.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1985,  198.500,  330035.81,  198.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1986,  198.600,  330238.00,  198.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1987,  198.700,  329797.38,  198.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1988,  198.800,  329708.19,  198.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1989,  198.900,  329849.91,  198.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1990,  199.000,  329804.91,  199.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1991,  199.100,  330102.63,  199.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1992,  199.200,  329984.00,  199.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1993,  199.300,  330307.53,  199.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1994,  199.400,  330340.53,  199.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1995,  199.500,  330490.09,  199.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1996,  199.600,  330646.47,  199.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1997,  199.700,  330869.91,  199.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1998,  199.800,  331113.72,  199.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1999,  199.900,  331233.38,  199.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2000,  200.000,  331333.72,  200.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2001,  200.100,  331576.09,  200.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2002,  200.200,  331396.28,  200.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2003,  200.300,  331635.91,  200.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2004,  200.400,  331364.38,  200.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2005,  200.500,  331210.28,  200.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2006,  200.600,  331293.09,  200.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2007,  200.700,  331217.53,  200.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2008,  200.800,  331142.47,  200.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2009,  200.900,  331224.47,  200.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2010,  201.000,  331388.91,  201.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2011,  201.100,  331362.47,  201.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2012,  201.200,  331449.38,  201.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2013,  201.300,  331823.28,  201.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2014,  201.400,  332075.63,  201.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2015,  201.500,  332548.81,  201.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2016,  201.600,  332793.38,  201.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2017,  201.700,  333304.91,  201.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2018,  201.800,  333593.00,  201.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2019,  201.900,  333885.19,  201.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2020,  202.000,  333927.38,  202.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2021,  202.100,  333897.19,  202.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2022,  202.200,  334194.63,  202.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2023,  202.300,  333943.09,  202.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2024,  202.400,  333712.72,  202.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2025,  202.500,  333302.53,  202.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2026,  202.600,  333339.81,  202.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2027,  202.700,  333570.28,  202.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2028,  202.800,  333099.91,  202.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2029,  202.900,  332968.00,  202.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2030,  203.000,  333025.28,  203.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2031,  203.100,  333210.00,  203.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2032,  203.200,  333378.53,  203.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2033,  203.300,  333486.47,  203.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2034,  203.400,  333837.47,  203.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2035,  203.500,  333899.63,  203.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2036,  203.600,  334351.38,  203.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2037,  203.700,  334102.91,  203.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2038,  203.800,  334233.38,  203.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2039,  203.900,  334433.09,  203.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2040,  204.000,  334701.91,  204.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2041,  204.100,  334673.91,  204.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2042,  204.200,  334577.72,  204.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2043,  204.300,  334423.53,  204.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2044,  204.400,  334175.09,  204.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2045,  204.500,  334110.28,  204.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2046,  204.600,  334096.47,  204.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2047,  204.700,  334128.38,  204.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2048,  204.800,  334455.19,  204.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2049,  204.900,  334528.81,  204.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2050,  205.000,  334820.19,  205.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2051,  205.100,  334676.91,  205.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2052,  205.200,  334889.09,  205.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2053,  205.300,  334871.81,  205.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2054,  205.400,  334925.38,  205.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2055,  205.500,  335028.09,  205.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2056,  205.600,  335031.91,  205.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2057,  205.700,  335448.47,  205.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2058,  205.800,  335509.38,  205.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2059,  205.900,  335791.00,  205.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2060,  206.000,  336136.28,  206.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2061,  206.100,  335945.47,  206.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 2062,  206.200,  336000.00,  206.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
